fecha,temperatura_promedio_C,precipitacion_mm,humedad_relativa_%,ph_suelo,materia_organica_%,rendimiento_toneladas_ha
2024-01-01,25.09061632843021,1.1419434417465002,82.7576868037256,5.666371182892201,3.2493191104870185,6.324014419714395
2024-01-02,24.642142483473,14.738415142008899,80.20356653158221,5.970554735024444,2.69389312691779,6.246093003502738
2024-01-03,24.48516013414603,13.483137421239139,78.99567400368038,5.7192703073516,2.1179509682602586,6.627079719678038
2024-01-04,26.650019935394518,2.9956687620619693,80.07265837001827,6.082444111083086,2.468143443501714,6.13571153887492
2024-01-05,24.150085177482495,10.474868819371576,79.43856720498636,5.997145999135973,2.9749544206259007,7.276869092605584
2024-01-06,25.46370653857086,9.962314916244166,80.583152904732,5.729366741437862,2.6353935373846764,5.911379576958291
2024-01-07,25.13476878101569,14.921321011373132,76.98037230416108,6.027975712225809,3.0268460269359463,6.464579441902677
2024-01-08,23.302516080793126,5.294223397861172,83.89098363968333,5.795426387540223,2.1002791070820357,5.848567523631535
2024-01-09,25.672496021203642,11.06700117434023,79.28320370249092,5.726635117637063,2.3432967403824714,6.223276944650449
2024-01-10,26.292300551575554,6.721730987276635,83.65147556247649,6.10426321038449,2.899324359259184,5.870513906184586
2024-01-11,25.32298407226929,8.212355301378754,77.28889441780962,5.864871856344321,2.028384083536079,6.356303816538469
2024-01-12,24.628306162161287,9.33913161269753,80.84986361463842,5.748219005259184,2.7346775205901097,5.857528903013242
2024-01-13,25.697037837965794,1.6034349320995913,80.37913873863924,6.187785799811657,2.09986747015777,5.796676508842545
2024-01-14,25.41112627972713,9.231242243031323,81.05189029782068,5.8978374260295325,2.753888587424708,6.332909952586867
2024-01-15,25.32785492554281,7.127045060240622,82.0177211036082,6.1799763869790425,2.4469465014469707,5.707641208598807
2024-01-16,25.885664535429576,7.731427513565343,73.4819913619579,5.969484335430084,2.285868725618431,5.972840015308752
2024-01-17,25.26558426445521,9.285831732228665,82.12835545141712,5.712902725886031,2.705242319270433,5.922135996724825
2024-01-18,25.591048384710003,11.410170753398601,77.19368389386621,6.017196423235006,2.2856146219543807,6.742417339484343
2024-01-19,25.29382985072107,17.524251717308946,79.32960205288444,5.730136640776361,2.492232157644907,6.409046065149718
2024-01-20,25.63995352155364,0.2517802911503946,76.83895274256093,5.586439415684161,2.8801230367894304,6.513184011774578
2024-01-21,24.916440625170022,7.489224717383281,80.21015648933954,6.032375660521638,2.1290587463237705,6.071510694820436
2024-01-22,25.780158103825944,10.838804183032561,80.56874484979623,6.000209218513428,1.418707082800305,6.703362595859272
2024-01-23,24.476739453498062,0.0,81.53360779857495,6.074731709032592,2.4450205941489234,6.285862364160882
2024-01-24,26.289822606390917,14.907905601253571,84.91989358811418,5.9484254982143785,2.530173455560637,6.01941025643085
2024-01-25,24.80315000949604,4.117100356752375,86.51282815249344,5.764822837513533,2.5492819227137944,6.165445612812141
2024-01-26,25.034881957097962,16.808588535487097,78.13205191479665,5.838921491047448,2.2030117657207806,6.103993246633788
2024-01-27,24.51058472727577,8.148149348091273,78.71209332644823,5.661515804025228,1.9374730145312664,5.975068328211392
2024-01-28,23.796223700775197,12.133613151781347,80.24731925880351,5.508489700107014,2.3763163691800546,6.274353078322825
2024-01-29,25.255339608335344,15.035585563449057,74.37448259106277,5.823005215829483,2.4359468817733436,6.70140202293514
2024-01-30,25.17055730259015,4.573486674639239,79.04283819300015,5.640794828639302,2.9304028554394392,6.006393494601583
2024-01-31,26.520952548602406,8.03002926426023,77.87477969926861,5.497257121477435,1.778744129497622,5.524759217098353
2024-02-01,25.713701320809186,11.876958449483002,75.2564278939036,5.979007662815223,2.306775579326624,6.544037903595664
2024-02-02,26.78977650260434,13.817529912660994,79.1944080562825,5.621761554916942,1.639273839468278,6.284254004227274
2024-02-03,25.331095808937846,4.397435697577414,79.60622909872309,5.815370376591753,2.4100576072767685,5.804999225752962
2024-02-04,25.63492373757338,11.54303658118038,76.72880276767147,6.082186475949253,2.4605647470862952,6.5056548868834545
2024-02-05,26.066571538605245,10.499413989650842,82.85940990173974,5.857424833040365,2.255025050143825,6.6084510575618305
2024-02-06,24.58501903414347,9.87613186221595,79.90031002806661,5.758376628545492,2.4485849954244276,5.435445286350708
2024-02-07,25.06102007380723,9.797557839038907,80.4795691759922,5.5944649718148085,3.00628313634588,5.74014754553565
2024-02-08,26.27556576042139,11.46930514269176,78.06131807046859,6.155062178521902,2.022545267297408,6.7757462520830005
2024-02-09,26.300465854434382,5.980232287950109,84.17739590019299,5.749990697080209,2.615477451711943,6.078096551631366
2024-02-10,25.39255300682356,13.387374699132245,82.38046616165664,5.450293605352364,3.021736097151261,6.001252403589298
2024-02-11,26.326036963473324,14.96685901747125,76.7271007093544,5.717837142409083,2.0577181326056255,6.43552369091338
2024-02-12,25.253572572651407,13.231635994680033,83.93092623835882,6.079136762157991,2.275132789368679,6.437233437876642
2024-02-13,24.15324944622324,5.30398300085239,82.89455489929237,6.123116564709646,2.006260451248031,5.822260722254132
2024-02-14,25.47887539443286,10.734139127431368,77.57118944023506,5.884812208892818,2.3104642611716337,6.495664318736516
2024-02-15,25.93702739840296,9.365444682388024,78.69084232842029,5.778078039214834,2.464654816317866,5.888996691035362
2024-02-16,25.292963149866317,17.32656918585692,81.68275834382372,5.740903936394168,2.7787817618042943,6.399854153073197
2024-02-17,26.438499710069312,11.181544294323803,79.67809356798732,5.889543385162056,1.8716495391726002,6.161969759327058
2024-02-18,24.544859994880756,10.048048807151869,85.19754499845527,6.246260029238527,2.755220440576303,6.650253342483337
2024-02-19,24.05915381267781,6.619964334663225,77.63664874427528,5.675830480349776,2.4327424725660842,5.858372826690862
2024-02-20,23.916560151699368,13.072884613921003,76.78177092278058,5.84784937282223,3.3296330678999895,6.224184622524073
2024-02-21,23.475769981802937,7.9033122239327795,83.30287890499571,6.191669490844118,2.008180162219033,6.1490097669709565
2024-02-22,25.127751634575958,8.803591561812656,87.9330300410511,5.499405934320969,2.601495864597829,6.14030795152963
2024-02-23,26.368629059951477,9.82324910068781,80.92415161851231,5.721670286515642,2.6076507764980428,5.897042317350777
2024-02-24,25.99725751188484,7.485281653115164,81.13130118170656,5.794147437263004,2.9504201003088673,5.984581882923454
2024-02-25,24.081574025434495,15.642940836903293,77.28280309741214,5.669246732270236,2.261735482382603,6.912331427951245
2024-02-26,23.791460628817042,25.0220760016333,83.16817042719815,5.844647782825832,2.4780423997534853,6.585666222457297
2024-02-27,25.91689794270347,12.559411263083618,81.66681339801035,5.81791613625105,2.4210646318770697,6.4546180149039465
2024-02-28,25.344073375717855,15.002183817668657,81.78067016684258,5.2119222730671435,2.7623603106119043,6.558420858415633
2024-02-29,25.485032994843284,7.3907410678889045,83.37233815995805,5.989505292424571,2.1908489328705563,6.12211568613736
2024-03-01,24.722674612366973,3.101909176055347,78.1198483262301,5.9724786944765516,2.8812500181504346,6.153925626029188
2024-03-02,26.0800766294784,12.580891435574792,78.07555521433115,5.886384508934788,2.820163810091073,6.726287398944073
